epoch,accuracy,loss,val_accuracy,val_loss
67,0.6779407,0.8601059583171939,0.6515742540359497,0.9720171009906323
68,0.6800655,0.8591018751782141,0.6517135500907898,0.9735483836582957
69,0.6779407,0.8665329698377062,0.6511563062667847,0.97326053045825
70,0.67947334,0.8564047120246042,0.6504597663879395,0.9731121235287067
71,0.6826779,0.8553791164172605,0.6504597663879395,0.9727115813620942
72,0.6819116,0.8599706742223633,0.6503204107284546,0.9738249623964809
73,0.68163294,0.8544858673854683,0.6512956023216248,0.97239617173404
74,0.684315,0.8528763909476662,0.6504597663879395,0.9714665076433034
75,0.6812498,0.8550776654020772,0.6505990624427795,0.9723530729423495
76,0.67950815,0.8561987331639039,0.6504597663879395,0.971968823636465
77,0.679125,0.8574136262270694,0.6514349579811096,0.9728161994379255
78,0.6770351,0.8586765665333491,0.6507383584976196,0.9736712172556867
79,0.6807273,0.8562647502887145,0.6510170102119446,0.9726198737785391
80,0.6777317,0.8556339787716045,0.6507383584976196,0.9725374933337395
81,0.68166775,0.8576779055360376,0.6503204107284546,0.9737146804677507
82,0.6780452,0.8594523095163608,0.6507383584976196,0.9718604770899816
83,0.68111044,0.8548442653953778,0.6512956023216248,0.9725935038632754
84,0.6815981,0.8562117184818324,0.6521314978599548,0.9720835049327086
85,0.6812149,0.8568536819507803,0.6504597663879395,0.9733187831952799
86,0.67982167,0.8573023746735233,0.6507383584976196,0.9733782687138036
87,0.6820161,0.8536963849359763,0.6519922018051147,0.9722463253415305
88,0.68212056,0.8564150477282833,0.6503204107284546,0.9728420754102121
89,0.67884636,0.8583129541748282,0.6504597663879395,0.9731420737416939
90,0.6802396,0.8592079378120279,0.6499024629592896,0.9729763675978271
91,0.6807621,0.8560147846296101,0.6505990624427795,0.9726577697606696
92,0.67842835,0.8593369059322014,0.6508776545524597,0.9731676099226647
93,0.6828521,0.8551127668034798,0.6507383584976196,0.9732563357460827
94,0.67982167,0.8579068782208394,0.6501811146736145,0.9729003376467841
95,0.67881155,0.8558191989917251,0.6510170102119446,0.9731657325839491
96,0.6817723,0.855011284453081,0.6503204107284546,0.9727495944775656
97,0.68055314,0.8530696433927286,0.6508776545524597,0.9722916882129126
98,0.6802048,0.8560564943879512,0.6514349579811096,0.9734453119983179
99,0.6822251,0.8561332771955743,0.6505990624427795,0.9729778798684731
